year,type_activity,age_group,value,unit,source
2557,อื่นๆ,25 - 29 ปี,13843,คน,สำนักงานสถิติแห่งชาติ
2557,อื่นๆ,30 - 34 ปี,11384,คน,สำนักงานสถิติแห่งชาติ
2557,อื่นๆ,35 - 39 ปี,9111,คน,สำนักงานสถิติแห่งชาติ
2557,อื่นๆ,40 - 49 ปี,8990,คน,สำนักงานสถิติแห่งชาติ
2557,อื่นๆ,50 - 59 ปี,7214,คน,สำนักงานสถิติแห่งชาติ
2557,อื่นๆ,60 ปีขึ้นไป,3011,คน,สำนักงานสถิติแห่งชาติ
2558,อื่นๆ,รวม,62423,คน,สำนักงานสถิติแห่งชาติ
2558,อื่นๆ,6 - 10 ปี,13409,คน,สำนักงานสถิติแห่งชาติ
2558,อื่นๆ,11 - 14 ปี,21435,คน,สำนักงานสถิติแห่งชาติ
2558,อื่นๆ,15 - 19 ปี,7061,คน,สำนักงานสถิติแห่งชาติ
2558,อื่นๆ,20 - 24 ปี,3814,คน,สำนักงานสถิติแห่งชาติ
2558,อื่นๆ,25 - 29 ปี,3162,คน,สำนักงานสถิติแห่งชาติ
2558,อื่นๆ,30 - 34 ปี,3327,คน,สำนักงานสถิติแห่งชาติ
2558,อื่นๆ,35 - 39 ปี,4040,คน,สำนักงานสถิติแห่งชาติ
2558,อื่นๆ,40 - 49 ปี,819,คน,สำนักงานสถิติแห่งชาติ
2558,อื่นๆ,50 - 59 ปี,1701,คน,สำนักงานสถิติแห่งชาติ
2558,อื่นๆ,60 ปีขึ้นไป,3655,คน,สำนักงานสถิติแห่งชาติ
2559,อื่นๆ,รวม,52082,คน,สำนักงานสถิติแห่งชาติ
2559,อื่นๆ,6 - 10 ปี,15447,คน,สำนักงานสถิติแห่งชาติ
2559,อื่นๆ,11 - 14 ปี,18591,คน,สำนักงานสถิติแห่งชาติ
2559,อื่นๆ,15 - 19 ปี,10662,คน,สำนักงานสถิติแห่งชาติ
2559,อื่นๆ,20 - 24 ปี,1965,คน,สำนักงานสถิติแห่งชาติ
2559,อื่นๆ,25 - 29 ปี,936,คน,สำนักงานสถิติแห่งชาติ
2559,อื่นๆ,30 - 34 ปี,284,คน,สำนักงานสถิติแห่งชาติ
2559,อื่นๆ,35 - 39 ปี,560,คน,สำนักงานสถิติแห่งชาติ
2559,อื่นๆ,40 - 49 ปี,1323,คน,สำนักงานสถิติแห่งชาติ
2559,อื่นๆ,50 - 59 ปี,1942,คน,สำนักงานสถิติแห่งชาติ
2559,อื่นๆ,60 ปีขึ้นไป,372,คน,สำนักงานสถิติแห่งชาติ
2560,อื่นๆ,รวม,38918,คน,สำนักงานสถิติแห่งชาติ
2560,อื่นๆ,6 - 10 ปี,9130,คน,สำนักงานสถิติแห่งชาติ
2560,อื่นๆ,11 - 14 ปี,12357,คน,สำนักงานสถิติแห่งชาติ
2560,อื่นๆ,15 - 19 ปี,7690,คน,สำนักงานสถิติแห่งชาติ
2560,อื่นๆ,20 - 24 ปี,1758,คน,สำนักงานสถิติแห่งชาติ
2560,อื่นๆ,25 - 29 ปี,1217,คน,สำนักงานสถิติแห่งชาติ
2560,อื่นๆ,30 - 34 ปี,107,คน,สำนักงานสถิติแห่งชาติ
2560,อื่นๆ,35 - 39 ปี,1154,คน,สำนักงานสถิติแห่งชาติ
2560,อื่นๆ,40 - 49 ปี,1005,คน,สำนักงานสถิติแห่งชาติ
2560,อื่นๆ,50 - 59 ปี,2749,คน,สำนักงานสถิติแห่งชาติ
2560,อื่นๆ,60 ปีขึ้นไป,1752,คน,สำนักงานสถิติแห่งชาติ
2561,อื่นๆ,รวม,11850,คน,สำนักงานสถิติแห่งชาติ
2561,อื่นๆ,6 - 9 ปี,2435,คน,สำนักงานสถิติแห่งชาติ
2561,อื่นๆ,10 - 14 ปี,3389,คน,สำนักงานสถิติแห่งชาติ
2561,อื่นๆ,15 - 19 ปี,2200,คน,สำนักงานสถิติแห่งชาติ
2561,อื่นๆ,30 - 34 ปี,726,คน,สำนักงานสถิติแห่งชาติ
2561,อื่นๆ,35 - 39 ปี,660,คน,สำนักงานสถิติแห่งชาติ
2561,อื่นๆ,40 - 49 ปี,1461,คน,สำนักงานสถิติแห่งชาติ
2561,อื่นๆ,50 - 59 ปี,466,คน,สำนักงานสถิติแห่งชาติ
2561,อื่นๆ,60 ปีขึ้นไป,512,คน,สำนักงานสถิติแห่งชาติ
2562,รับ-ส่ง อีเมล,รวม,15143,พันคน,สำนักงานสถิติแห่งชาติ
2562,รับ-ส่ง อีเมล,6 - 9 ปี,177,พันคน,สำนักงานสถิติแห่งชาติ
2562,รับ-ส่ง อีเมล,10 - 14 ปี,1194,พันคน,สำนักงานสถิติแห่งชาติ
2562,รับ-ส่ง อีเมล,15 - 19 ปี,2664,พันคน,สำนักงานสถิติแห่งชาติ
2562,รับ-ส่ง อีเมล,20 - 24 ปี,1871,พันคน,สำนักงานสถิติแห่งชาติ
2562,รับ-ส่ง อีเมล,25 - 29 ปี,1734,พันคน,สำนักงานสถิติแห่งชาติ
2562,รับ-ส่ง อีเมล,30 - 34 ปี,1590,พันคน,สำนักงานสถิติแห่งชาติ
2562,รับ-ส่ง อีเมล,35 - 39 ปี,1573,พันคน,สำนักงานสถิติแห่งชาติ
2562,รับ-ส่ง อีเมล,40 - 49 ปี,2454,พันคน,สำนักงานสถิติแห่งชาติ
2562,รับ-ส่ง อีเมล,50 - 59 ปี,1446,พันคน,สำนักงานสถิติแห่งชาติ
2562,รับ-ส่ง อีเมล,60 ปีขึ้นไป,440,พันคน,สำนักงานสถิติแห่งชาติ
2563,รับ-ส่ง อีเมล,รวม,17365,พันคน,สำนักงานสถิติแห่งชาติ
2563,รับ-ส่ง อีเมล,6 - 9 ปี,236,พันคน,สำนักงานสถิติแห่งชาติ
2563,รับ-ส่ง อีเมล,10 - 14 ปี,1327,พันคน,สำนักงานสถิติแห่งชาติ
2563,รับ-ส่ง อีเมล,15 - 19 ปี,2735,พันคน,สำนักงานสถิติแห่งชาติ
2563,รับ-ส่ง อีเมล,20 - 24 ปี,2062,พันคน,สำนักงานสถิติแห่งชาติ
2563,รับ-ส่ง อีเมล,25 - 29 ปี,2021,พันคน,สำนักงานสถิติแห่งชาติ
2563,รับ-ส่ง อีเมล,30 - 34 ปี,1860,พันคน,สำนักงานสถิติแห่งชาติ
2563,รับ-ส่ง อีเมล,35 - 39 ปี,1793,พันคน,สำนักงานสถิติแห่งชาติ
2563,รับ-ส่ง อีเมล,40 - 49 ปี,2907,พันคน,สำนักงานสถิติแห่งชาติ
2563,รับ-ส่ง อีเมล,50 - 59 ปี,1778,พันคน,สำนักงานสถิติแห่งชาติ
2563,รับ-ส่ง อีเมล,60 ปีขึ้นไป,647,พันคน,สำนักงานสถิติแห่งชาติ
2562,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,รวม,2617,พันคน,สำนักงานสถิติแห่งชาติ
2562,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,6 - 9 ปี,5,พันคน,สำนักงานสถิติแห่งชาติ
2562,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,10 - 14 ปี,41,พันคน,สำนักงานสถิติแห่งชาติ
2562,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,15 - 19 ปี,180,พันคน,สำนักงานสถิติแห่งชาติ
2562,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,20 - 24 ปี,239,พันคน,สำนักงานสถิติแห่งชาติ
2562,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,25 - 29 ปี,352,พันคน,สำนักงานสถิติแห่งชาติ
2562,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,30 - 34 ปี,353,พันคน,สำนักงานสถิติแห่งชาติ
2562,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,35 - 39 ปี,376,พันคน,สำนักงานสถิติแห่งชาติ
2562,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,40 - 49 ปี,586,พันคน,สำนักงานสถิติแห่งชาติ
2562,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,50 - 59 ปี,409,พันคน,สำนักงานสถิติแห่งชาติ
2562,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,60 ปีขึ้นไป,78,พันคน,สำนักงานสถิติแห่งชาติ
2563,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,รวม,3670,พันคน,สำนักงานสถิติแห่งชาติ
2563,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,6 - 9 ปี,10,พันคน,สำนักงานสถิติแห่งชาติ
2563,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,10 - 14 ปี,58,พันคน,สำนักงานสถิติแห่งชาติ
2563,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,15 - 19 ปี,236,พันคน,สำนักงานสถิติแห่งชาติ
2563,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,20 - 24 ปี,361,พันคน,สำนักงานสถิติแห่งชาติ
2563,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,25 - 29 ปี,526,พันคน,สำนักงานสถิติแห่งชาติ
2563,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,30 - 34 ปี,435,พันคน,สำนักงานสถิติแห่งชาติ
2563,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,35 - 39 ปี,476,พันคน,สำนักงานสถิติแห่งชาติ
2563,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,40 - 49 ปี,851,พันคน,สำนักงานสถิติแห่งชาติ
2563,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,50 - 59 ปี,587,พันคน,สำนักงานสถิติแห่งชาติ
2563,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,60 ปีขึ้นไป,130,พันคน,สำนักงานสถิติแห่งชาติ
2562,หางาน หรือสมัครงานผ่านระบบออนไลน์,รวม,1285,พันคน,สำนักงานสถิติแห่งชาติ
2562,หางาน หรือสมัครงานผ่านระบบออนไลน์,6 - 9 ปี,,พันคน,สำนักงานสถิติแห่งชาติ
2562,หางาน หรือสมัครงานผ่านระบบออนไลน์,10 - 14 ปี,8,พันคน,สำนักงานสถิติแห่งชาติ
2562,หางาน หรือสมัครงานผ่านระบบออนไลน์,15 - 19 ปี,94,พันคน,สำนักงานสถิติแห่งชาติ
2562,หางาน หรือสมัครงานผ่านระบบออนไลน์,20 - 24 ปี,373,พันคน,สำนักงานสถิติแห่งชาติ
2562,หางาน หรือสมัครงานผ่านระบบออนไลน์,25 - 29 ปี,308,พันคน,สำนักงานสถิติแห่งชาติ
2562,หางาน หรือสมัครงานผ่านระบบออนไลน์,30 - 34 ปี,181,พันคน,สำนักงานสถิติแห่งชาติ
2562,หางาน หรือสมัครงานผ่านระบบออนไลน์,35 - 39 ปี,123,พันคน,สำนักงานสถิติแห่งชาติ
2562,หางาน หรือสมัครงานผ่านระบบออนไลน์,40 - 49 ปี,145,พันคน,สำนักงานสถิติแห่งชาติ
2562,หางาน หรือสมัครงานผ่านระบบออนไลน์,50 - 59 ปี,41,พันคน,สำนักงานสถิติแห่งชาติ
2562,หางาน หรือสมัครงานผ่านระบบออนไลน์,60 ปีขึ้นไป,12,พันคน,สำนักงานสถิติแห่งชาติ
2563,หางาน หรือสมัครงานผ่านระบบออนไลน์,รวม,2079,พันคน,สำนักงานสถิติแห่งชาติ
2563,หางาน หรือสมัครงานผ่านระบบออนไลน์,6 - 9 ปี,2,พันคน,สำนักงานสถิติแห่งชาติ
2563,หางาน หรือสมัครงานผ่านระบบออนไลน์,10 - 14 ปี,13,พันคน,สำนักงานสถิติแห่งชาติ
2563,หางาน หรือสมัครงานผ่านระบบออนไลน์,15 - 19 ปี,161,พันคน,สำนักงานสถิติแห่งชาติ
2563,หางาน หรือสมัครงานผ่านระบบออนไลน์,20 - 24 ปี,518,พันคน,สำนักงานสถิติแห่งชาติ
2563,หางาน หรือสมัครงานผ่านระบบออนไลน์,25 - 29 ปี,494,พันคน,สำนักงานสถิติแห่งชาติ
2563,หางาน หรือสมัครงานผ่านระบบออนไลน์,30 - 34 ปี,295,พันคน,สำนักงานสถิติแห่งชาติ
2563,หางาน หรือสมัครงานผ่านระบบออนไลน์,35 - 39 ปี,223,พันคน,สำนักงานสถิติแห่งชาติ
2563,หางาน หรือสมัครงานผ่านระบบออนไลน์,40 - 49 ปี,254,พันคน,สำนักงานสถิติแห่งชาติ
2563,หางาน หรือสมัครงานผ่านระบบออนไลน์,50 - 59 ปี,95,พันคน,สำนักงานสถิติแห่งชาติ
2563,หางาน หรือสมัครงานผ่านระบบออนไลน์,60 ปีขึ้นไป,23,พันคน,สำนักงานสถิติแห่งชาติ
2562,Social Network (Facebook Twitter GooglePlus Line Instagram เป็นต้น),รวม,39463,พันคน,สำนักงานสถิติแห่งชาติ
2562,Social Network (Facebook Twitter GooglePlus Line Instagram เป็นต้น),6 - 9 ปี,739,พันคน,สำนักงานสถิติแห่งชาติ
2562,Social Network (Facebook Twitter GooglePlus Line Instagram เป็นต้น),10 - 14 ปี,2693,พันคน,สำนักงานสถิติแห่งชาติ
2562,Social Network (Facebook Twitter GooglePlus Line Instagram เป็นต้น),15 - 19 ปี,4181,พันคน,สำนักงานสถิติแห่งชาติ
2562,Social Network (Facebook Twitter GooglePlus Line Instagram เป็นต้น),20 - 24 ปี,4500,พันคน,สำนักงานสถิติแห่งชาติ
2562,Social Network (Facebook Twitter GooglePlus Line Instagram เป็นต้น),25 - 29 ปี,4501,พันคน,สำนักงานสถิติแห่งชาติ
2562,Social Network (Facebook Twitter GooglePlus Line Instagram เป็นต้น),30 - 34 ปี,4067,พันคน,สำนักงานสถิติแห่งชาติ
2562,Social Network (Facebook Twitter GooglePlus Line Instagram เป็นต้น),35 - 39 ปี,4102,พันคน,สำนักงานสถิติแห่งชาติ
2562,Social Network (Facebook Twitter GooglePlus Line Instagram เป็นต้น),40 - 49 ปี,7595,พันคน,สำนักงานสถิติแห่งชาติ
2562,Social Network (Facebook Twitter GooglePlus Line Instagram เป็นต้น),50 - 59 ปี,4929,พันคน,สำนักงานสถิติแห่งชาติ
2562,Social Network (Facebook Twitter GooglePlus Line Instagram เป็นต้น),60 ปีขึ้นไป,2157,พันคน,สำนักงานสถิติแห่งชาติ
2563,Social Network (Facebook Twitter Line Instagram เป็นต้น),รวม,45722,พันคน,สำนักงานสถิติแห่งชาติ
2563,Social Network (Facebook Twitter Line Instagram เป็นต้น),6 - 9 ปี,1157,พันคน,สำนักงานสถิติแห่งชาติ
2563,Social Network (Facebook Twitter Line Instagram เป็นต้น),10 - 14 ปี,2989,พันคน,สำนักงานสถิติแห่งชาติ
2563,Social Network (Facebook Twitter Line Instagram เป็นต้น),15 - 19 ปี,4215,พันคน,สำนักงานสถิติแห่งชาติ
2563,Social Network (Facebook Twitter Line Instagram เป็นต้น),20 - 24 ปี,4661,พันคน,สำนักงานสถิติแห่งชาติ
2563,Social Network (Facebook Twitter Line Instagram เป็นต้น),25 - 29 ปี,4758,พันคน,สำนักงานสถิติแห่งชาติ
2563,Social Network (Facebook Twitter Line Instagram เป็นต้น),30 - 34 ปี,4386,พันคน,สำนักงานสถิติแห่งชาติ
2563,Social Network (Facebook Twitter Line Instagram เป็นต้น),35 - 39 ปี,4353,พันคน,สำนักงานสถิติแห่งชาติ
2563,Social Network (Facebook Twitter Line Instagram เป็นต้น),40 - 49 ปี,8792,พันคน,สำนักงานสถิติแห่งชาติ
2563,Social Network (Facebook Twitter Line Instagram เป็นต้น),50 - 59 ปี,6734,พันคน,สำนักงานสถิติแห่งชาติ
2563,Social Network (Facebook Twitter Line Instagram เป็นต้น),60 ปีขึ้นไป,3678,พันคน,สำนักงานสถิติแห่งชาติ
2562,โทรศัพท์ผ่าน Internet (VoIP) เช่น โทรผ่าน Line Facebook Facetime Whatsapp Skpye iTalk Video call ผ่าน Webcam เป็นต้น,รวม,35810,พันคน,สำนักงานสถิติแห่งชาติ
2562,โทรศัพท์ผ่าน Internet (VoIP) เช่น โทรผ่าน Line Facebook Facetime Whatsapp Skpye iTalk Video call ผ่าน Webcam เป็นต้น,6 - 9 ปี,643,พันคน,สำนักงานสถิติแห่งชาติ
2562,โทรศัพท์ผ่าน Internet (VoIP) เช่น โทรผ่าน Line Facebook Facetime Whatsapp Skpye iTalk Video call ผ่าน Webcam เป็นต้น,10 - 14 ปี,2422,พันคน,สำนักงานสถิติแห่งชาติ
2562,โทรศัพท์ผ่าน Internet (VoIP) เช่น โทรผ่าน Line Facebook Facetime Whatsapp Skpye iTalk Video call ผ่าน Webcam เป็นต้น,15 - 19 ปี,3943,พันคน,สำนักงานสถิติแห่งชาติ
2562,โทรศัพท์ผ่าน Internet (VoIP) เช่น โทรผ่าน Line Facebook Facetime Whatsapp Skpye iTalk Video call ผ่าน Webcam เป็นต้น,20 - 24 ปี,4269,พันคน,สำนักงานสถิติแห่งชาติ
2562,โทรศัพท์ผ่าน Internet (VoIP) เช่น โทรผ่าน Line Facebook Facetime Whatsapp Skpye iTalk Video call ผ่าน Webcam เป็นต้น,25 - 29 ปี,4210,พันคน,สำนักงานสถิติแห่งชาติ
2562,โทรศัพท์ผ่าน Internet (VoIP) เช่น โทรผ่าน Line Facebook Facetime Whatsapp Skpye iTalk Video call ผ่าน Webcam เป็นต้น,30 - 34 ปี,3792,พันคน,สำนักงานสถิติแห่งชาติ
2562,โทรศัพท์ผ่าน Internet (VoIP) เช่น โทรผ่าน Line Facebook Facetime Whatsapp Skpye iTalk Video call ผ่าน Webcam เป็นต้น,35 - 39 ปี,3795,พันคน,สำนักงานสถิติแห่งชาติ
2562,โทรศัพท์ผ่าน Internet (VoIP) เช่น โทรผ่าน Line Facebook Facetime Whatsapp Skpye iTalk Video call ผ่าน Webcam เป็นต้น,40 - 49 ปี,6771,พันคน,สำนักงานสถิติแห่งชาติ
2562,โทรศัพท์ผ่าน Internet (VoIP) เช่น โทรผ่าน Line Facebook Facetime Whatsapp Skpye iTalk Video call ผ่าน Webcam เป็นต้น,50 - 59 ปี,4289,พันคน,สำนักงานสถิติแห่งชาติ
2562,โทรศัพท์ผ่าน Internet (VoIP) เช่น โทรผ่าน Line Facebook Facetime Whatsapp Skpye iTalk Video call ผ่าน Webcam เป็นต้น,60 ปีขึ้นไป,1676,พันคน,สำนักงานสถิติแห่งชาติ
2563,โทรศัพท์ผ่าน Internet (VoIP) เช่น โทรผ่าน Line Facebook Facetime Whatsapp Skpye iTalk Video call ผ่าน Webcam เป็นต้น,รวม,45193,พันคน,สำนักงานสถิติแห่งชาติ
2563,โทรศัพท์ผ่าน Internet (VoIP) เช่น โทรผ่าน Line Facebook Facetime Whatsapp Skpye iTalk Video call ผ่าน Webcam เป็นต้น,6 - 9 ปี,1246,พันคน,สำนักงานสถิติแห่งชาติ
2563,โทรศัพท์ผ่าน Internet (VoIP) เช่น โทรผ่าน Line Facebook Facetime Whatsapp Skpye iTalk Video call ผ่าน Webcam เป็นต้น,10 - 14 ปี,2973,พันคน,สำนักงานสถิติแห่งชาติ
2563,โทรศัพท์ผ่าน Internet (VoIP) เช่น โทรผ่าน Line Facebook Facetime Whatsapp Skpye iTalk Video call ผ่าน Webcam เป็นต้น,15 - 19 ปี,4155,พันคน,สำนักงานสถิติแห่งชาติ
2563,โทรศัพท์ผ่าน Internet (VoIP) เช่น โทรผ่าน Line Facebook Facetime Whatsapp Skpye iTalk Video call ผ่าน Webcam เป็นต้น,20 - 24 ปี,4564,พันคน,สำนักงานสถิติแห่งชาติ
2563,โทรศัพท์ผ่าน Internet (VoIP) เช่น โทรผ่าน Line Facebook Facetime Whatsapp Skpye iTalk Video call ผ่าน Webcam เป็นต้น,25 - 29 ปี,4654,พันคน,สำนักงานสถิติแห่งชาติ
2563,โทรศัพท์ผ่าน Internet (VoIP) เช่น โทรผ่าน Line Facebook Facetime Whatsapp Skpye iTalk Video call ผ่าน Webcam เป็นต้น,30 - 34 ปี,4278,พันคน,สำนักงานสถิติแห่งชาติ
2563,โทรศัพท์ผ่าน Internet (VoIP) เช่น โทรผ่าน Line Facebook Facetime Whatsapp Skpye iTalk Video call ผ่าน Webcam เป็นต้น,35 - 39 ปี,4282,พันคน,สำนักงานสถิติแห่งชาติ
2563,โทรศัพท์ผ่าน Internet (VoIP) เช่น โทรผ่าน Line Facebook Facetime Whatsapp Skpye iTalk Video call ผ่าน Webcam เป็นต้น,40 - 49 ปี,8618,พันคน,สำนักงานสถิติแห่งชาติ
2563,โทรศัพท์ผ่าน Internet (VoIP) เช่น โทรผ่าน Line Facebook Facetime Whatsapp Skpye iTalk Video call ผ่าน Webcam เป็นต้น,50 - 59 ปี,6636,พันคน,สำนักงานสถิติแห่งชาติ
2563,โทรศัพท์ผ่าน Internet (VoIP) เช่น โทรผ่าน Line Facebook Facetime Whatsapp Skpye iTalk Video call ผ่าน Webcam เป็นต้น,60 ปีขึ้นไป,3789,พันคน,สำนักงานสถิติแห่งชาติ
2562,การสนทนาด้วยข้อความแบบออนไลน์ผ่านช่องทางต่างๆ เช่น blog chat site messenger,รวม,23605,พันคน,สำนักงานสถิติแห่งชาติ
2562,การสนทนาด้วยข้อความแบบออนไลน์ผ่านช่องทางต่างๆ เช่น blog chat site messenger,6 - 9 ปี,296,พันคน,สำนักงานสถิติแห่งชาติ
2562,การสนทนาด้วยข้อความแบบออนไลน์ผ่านช่องทางต่างๆ เช่น blog chat site messenger,10 - 14 ปี,1520,พันคน,สำนักงานสถิติแห่งชาติ
2562,การสนทนาด้วยข้อความแบบออนไลน์ผ่านช่องทางต่างๆ เช่น blog chat site messenger,15 - 19 ปี,2870,พันคน,สำนักงานสถิติแห่งชาติ
2562,การสนทนาด้วยข้อความแบบออนไลน์ผ่านช่องทางต่างๆ เช่น blog chat site messenger,20 - 24 ปี,3043,พันคน,สำนักงานสถิติแห่งชาติ
2562,การสนทนาด้วยข้อความแบบออนไลน์ผ่านช่องทางต่างๆ เช่น blog chat site messenger,25 - 29 ปี,2960,พันคน,สำนักงานสถิติแห่งชาติ
2562,การสนทนาด้วยข้อความแบบออนไลน์ผ่านช่องทางต่างๆ เช่น blog chat site messenger,30 - 34 ปี,2602,พันคน,สำนักงานสถิติแห่งชาติ
2562,การสนทนาด้วยข้อความแบบออนไลน์ผ่านช่องทางต่างๆ เช่น blog chat site messenger,35 - 39 ปี,2549,พันคน,สำนักงานสถิติแห่งชาติ
2562,การสนทนาด้วยข้อความแบบออนไลน์ผ่านช่องทางต่างๆ เช่น blog chat site messenger,40 - 49 ปี,4314,พันคน,สำนักงานสถิติแห่งชาติ
2562,การสนทนาด้วยข้อความแบบออนไลน์ผ่านช่องทางต่างๆ เช่น blog chat site messenger,50 - 59 ปี,2554,พันคน,สำนักงานสถิติแห่งชาติ
2562,การสนทนาด้วยข้อความแบบออนไลน์ผ่านช่องทางต่างๆ เช่น blog chat site messenger,60 ปีขึ้นไป,898,พันคน,สำนักงานสถิติแห่งชาติ
2563,การสนทนาด้วยข้อความแบบออนไลน์ผ่านช่องทางต่างๆ เช่น blog chat site messenger,รวม,14439,พันคน,สำนักงานสถิติแห่งชาติ
2563,การสนทนาด้วยข้อความแบบออนไลน์ผ่านช่องทางต่างๆ เช่น blog chat site messenger,6 - 9 ปี,271,พันคน,สำนักงานสถิติแห่งชาติ
2563,การสนทนาด้วยข้อความแบบออนไลน์ผ่านช่องทางต่างๆ เช่น blog chat site messenger,10 - 14 ปี,868,พันคน,สำนักงานสถิติแห่งชาติ
2563,การสนทนาด้วยข้อความแบบออนไลน์ผ่านช่องทางต่างๆ เช่น blog chat site messenger,15 - 19 ปี,1712,พันคน,สำนักงานสถิติแห่งชาติ
2563,การสนทนาด้วยข้อความแบบออนไลน์ผ่านช่องทางต่างๆ เช่น blog chat site messenger,20 - 24 ปี,1749,พันคน,สำนักงานสถิติแห่งชาติ
2563,การสนทนาด้วยข้อความแบบออนไลน์ผ่านช่องทางต่างๆ เช่น blog chat site messenger,25 - 29 ปี,1718,พันคน,สำนักงานสถิติแห่งชาติ
2563,การสนทนาด้วยข้อความแบบออนไลน์ผ่านช่องทางต่างๆ เช่น blog chat site messenger,30 - 34 ปี,1484,พันคน,สำนักงานสถิติแห่งชาติ
2563,การสนทนาด้วยข้อความแบบออนไลน์ผ่านช่องทางต่างๆ เช่น blog chat site messenger,35 - 39 ปี,1434,พันคน,สำนักงานสถิติแห่งชาติ
2563,การสนทนาด้วยข้อความแบบออนไลน์ผ่านช่องทางต่างๆ เช่น blog chat site messenger,40 - 49 ปี,2612,พันคน,สำนักงานสถิติแห่งชาติ
2563,การสนทนาด้วยข้อความแบบออนไลน์ผ่านช่องทางต่างๆ เช่น blog chat site messenger,50 - 59 ปี,1802,พันคน,สำนักงานสถิติแห่งชาติ
2563,การสนทนาด้วยข้อความแบบออนไลน์ผ่านช่องทางต่างๆ เช่น blog chat site messenger,60 ปีขึ้นไป,790,พันคน,สำนักงานสถิติแห่งชาติ
2562,อัพโหลดเนื้อหาที่สร้างขึ้นเองบนเว็บไซต์เพื่อการแบ่งปัน (share) เช่น รูปภาพ/ภาพถ่าย วิดีโอ เพลง ซอฟต์แวร์ ฯลฯ,รวม,21221,พันคน,สำนักงานสถิติแห่งชาติ
2562,อัพโหลดเนื้อหาที่สร้างขึ้นเองบนเว็บไซต์เพื่อการแบ่งปัน (share) เช่น รูปภาพ/ภาพถ่าย วิดีโอ เพลง ซอฟต์แวร์ ฯลฯ,6 - 9 ปี,340,พันคน,สำนักงานสถิติแห่งชาติ
2562,อัพโหลดเนื้อหาที่สร้างขึ้นเองบนเว็บไซต์เพื่อการแบ่งปัน (share) เช่น รูปภาพ/ภาพถ่าย วิดีโอ เพลง ซอฟต์แวร์ ฯลฯ,10 - 14 ปี,1478,พันคน,สำนักงานสถิติแห่งชาติ
2562,อัพโหลดเนื้อหาที่สร้างขึ้นเองบนเว็บไซต์เพื่อการแบ่งปัน (share) เช่น รูปภาพ/ภาพถ่าย วิดีโอ เพลง ซอฟต์แวร์ ฯลฯ,15 - 19 ปี,2703,พันคน,สำนักงานสถิติแห่งชาติ
2562,อัพโหลดเนื้อหาที่สร้างขึ้นเองบนเว็บไซต์เพื่อการแบ่งปัน (share) เช่น รูปภาพ/ภาพถ่าย วิดีโอ เพลง ซอฟต์แวร์ ฯลฯ,20 - 24 ปี,2728,พันคน,สำนักงานสถิติแห่งชาติ
